CPD ID,Plate ID,Well
CPD_338975,APL001619,D14
CPD_338946,APL001619,F06
CPD_343433,APL001633,D16
CPD_343246,APL001633,K08
CPD_344702,APL001637,N12
CPD_345029,APL001638,D16
CPD_348037,APL001648,M05
CPD_348952,APL001650,F16
CPD_349125,APL001651,O18
CPD_349648,APL001653,E09
CPD_350164,APL001654,N17
CPD_353245,APL001664,A12
CPD_353623,APL001665,F05
CPD_359408,APL001685,O10
CPD_360503,APL001688,N04
CPD_360280,APL001688,O07
CPD_318226,APL001554,N08
CPD_318367,APL001555,G04
CPD_318918,APL001556,L22
CPD_320349,APL001561,H03
CPD_320501,APL001561,H22
CPD_323343,APL001570,J20
CPD_324617,APL001574,D20
CPD_326834,APL001581,J14
CPD_326888,APL001582,E07
CPD_332747,APL001600,M08
CPD_336532,APL001612,C17
CPD_337277,APL001614,H03
CPD_337551,APL001615,K12
CPD_340110,APL001623,E20
CPD_341259,APL001627,I07
CPD_343406,APL001633,N08
CPD_349811,APL001653,L09
CPD_350142,APL001654,B13
CPD_350248,APL001654,F20
CPD_350763,APL001656,N07
CPD_351274,APL001658,K15
CPD_351754,APL001659,B17
CPD_351585,APL001659,M13
CPD_352139,APL001660,J14
CPD_352406,APL001661,P19
CPD_357574,APL001677,N20
CPD_357723,APL001678,G18
CPD_359651,APL001686,E11
CPD_319898,APL001560,A11
CPD_323179,APL001570,M18
CPD_323497,APL001571,M18
CPD_325472,APL001577,D13
CPD_325609,APL001578,E07
CPD_325612,APL001578,K07
CPD_327115,APL001582,L04
CPD_328439,APL001586,J16
CPD_329746,APL001591,G03
CPD_333027,APL001601,M17
CPD_334313,APL001605,K19
CPD_335280,APL001608,M21
CPD_335540,APL001609,M07
CPD_341201,APL001626,F14
CPD_341614,APL001628,E17
CPD_341816,APL001628,N08
CPD_341963,APL001629,E06
CPD_342356,APL001630,H03
CPD_347938,APL001647,H21
CPD_348590,APL001649,P04
CPD_348889,APL001650,H19
CPD_349681,APL001653,G17
CPD_350027,APL001654,K04
CPD_350409,APL001655,G20
CPD_353657,APL001665,J13
CPD_353546,APL001665,K06
CPD_353650,APL001665,L11
CPD_354218,APL001667,A16
CPD_355859,APL001672,B07
CPD_358625,APL001681,E04
CPD_360728,APL001689,O20
CPD_318538,APL001555,B08
CPD_318756,APL001556,G22
CPD_320490,APL001561,B20
CPD_321605,APL001565,O20
CPD_323771,APL001572,G08
CPD_324007,APL001573,O05
CPD_324983,APL001576,O09
CPD_326924,APL001582,M15
CPD_328549,APL001587,E04
CPD_329969,APL001591,F19
CPD_331540,APL001596,H13
CPD_332244,APL001598,L10
CPD_332930,APL001600,L14
CPD_334806,APL001606,F04
CPD_334651,APL001606,O04
CPD_335272,APL001608,M19
CPD_336148,APL001610,D22
CPD_335957,APL001610,E14
CPD_336524,APL001612,C15
CPD_337716,APL001615,F14
CPD_338979,APL001619,L14
CPD_339784,APL001622,E18
CPD_339708,APL001622,M17
CPD_342187,APL001629,F22
CPD_343746,APL001634,F14
CPD_345487,APL001640,G10
CPD_348353,APL001649,E05
CPD_348941,APL001650,P12
CPD_349526,APL001652,B19
CPD_350500,APL001655,N21
CPD_351277,APL001658,A17
CPD_351487,APL001658,J10
CPD_351570,APL001659,O09
CPD_352760,APL001662,D10
CPD_352731,APL001662,J21
CPD_352749,APL001662,N06
CPD_356422,APL001674,M10
CPD_318915,APL001556,F22
CPD_320312,APL001561,M14
CPD_320375,APL001561,L09
CPD_320921,APL001563,A08
CPD_321086,APL001563,N08
CPD_321635,APL001565,L07
CPD_322399,APL001567,N20
CPD_323276,APL001570,B04
CPD_323700,APL001572,C09
CPD_326173,APL001579,N08
CPD_326677,APL001581,O14
CPD_328898,APL001588,C12
CPD_329395,APL001589,H16
CPD_334984,APL001607,I08
CPD_335444,APL001608,J04
CPD_336240,APL001611,K04
CPD_336768,APL001612,N16
CPD_341265,APL001627,E09
CPD_343124,APL001632,D17
CPD_343432,APL001633,B16
CPD_344545,APL001637,C14
CPD_346211,APL001642,B11
CPD_348169,APL001648,E20
CPD_349619,APL001652,L22
CPD_349691,APL001653,K19
CPD_350960,APL001657,G17
CPD_351331,APL001658,M10
CPD_351608,APL001659,K19
CPD_355754,APL001672,O19
CPD_358225,APL001680,C03
CPD_358764,APL001681,P17
CPD_318019,APL001554,O15
CPD_319340,APL001558,K08
CPD_319539,APL001558,L18
CPD_321095,APL001563,B12
CPD_321874,APL001566,K08
CPD_322934,APL001569,B15
CPD_322954,APL001569,J19
CPD_060405,APL001569,N10
CPD_323899,APL001572,H19
CPD_326296,APL001580,C19
CPD_327155,APL001582,L14
CPD_330648,APL001593,H10
CPD_331055,APL001595,G11
CPD_332874,APL001600,L19
CPD_333351,APL001602,G19
CPD_334011,APL001604,O04
CPD_334868,APL001606,B20
CPD_337436,APL001615,E03
CPD_337628,APL001615,F11
CPD_337866,APL001616,E12
CPD_340590,APL001624,J20
CPD_340939,APL001626,G07
CPD_343209,APL001633,A19
CPD_344754,APL001638,E05
CPD_346596,APL001643,D08
CPD_348491,APL001649,I20
CPD_348635,APL001649,J16
CPD_348835,APL001650,J05
CPD_348725,APL001650,M17
CPD_348983,APL001651,C03
CPD_349748,APL001653,M14
CPD_349756,APL001653,M16
CPD_350632,APL001656,E15
CPD_351018,APL001657,K12
CPD_353722,APL001665,L10
CPD_353990,APL001666,F17
CPD_357087,APL001676,G18
CPD_358215,APL001679,P20
CPD_358239,APL001680,O05
CPD_318340,APL001555,A17
CPD_318848,APL001556,P04
CPD_318945,APL001557,A09
CPD_319543,APL001558,D20
CPD_320355,APL001561,D05
CPD_320838,APL001563,K05
CPD_321041,APL001563,D17
CPD_321485,APL001565,O09
CPD_321882,APL001566,K10
CPD_325051,APL001576,G08
CPD_324967,APL001576,O05
CPD_326491,APL001580,L08
CPD_327408,APL001583,F17
CPD_327552,APL001584,E13
CPD_328710,APL001587,H04
CPD_330318,APL001592,D08
CPD_331702,APL001597,K13
CPD_334347,APL001605,O08
CPD_335359,APL001608,M22
CPD_336743,APL001612,L10
CPD_336805,APL001613,G05
CPD_337264,APL001614,M20
CPD_340515,APL001624,D21
CPD_341828,APL001628,F12
CPD_341583,APL001628,G09
CPD_343116,APL001632,D15
CPD_347055,APL001645,K21
CPD_348360,APL001649,C07
CPD_348394,APL001649,G15
CPD_349378,APL001652,I21
CPD_349911,APL001653,D16
CPD_349693,APL001653,O19
CPD_356656,APL001675,A09
CPD_317349,APL001552,A09
CPD_318339,APL001555,O15
CPD_319890,APL001560,A09
CPD_324405,APL001574,K06
CPD_325828,APL001578,L21
CPD_326103,APL001579,B11
CPD_327694,APL001584,D09
CPD_327553,APL001584,G13
CPD_328876,APL001588,G06
CPD_331119,APL001595,G08
CPD_332445,APL001599,A14
CPD_334870,APL001606,F20
CPD_335377,APL001608,B07
CPD_336515,APL001612,A13
CPD_337269,APL001614,G22
CPD_338243,APL001617,J05
CPD_340022,APL001623,C17
CPD_342004,APL001629,G16
CPD_342220,APL001630,G09
CPD_343691,APL001634,H19
CPD_343853,APL001635,K19
CPD_344622,APL001637,N11
CPD_346501,APL001643,F03
CPD_350256,APL001654,F22
CPD_350170,APL001654,J19
CPD_351906,APL001660,A15
CPD_356354,APL001674,E13
CPD_356519,APL001674,P13
CPD_357183,APL001676,J21
CPD_359390,APL001685,K06
CPD_359631,APL001686,M05
CPD_360244,APL001687,H20
CPD_317362,APL001552,K11
CPD_317436,APL001552,O10
CPD_318619,APL001556,C07
CPD_322553,APL001568,C20
CPD_324536,APL001574,B19
CPD_327303,APL001583,C12
CPD_329721,APL001590,F18
CPD_330321,APL001592,J08
CPD_331910,APL001597,N06
CPD_333456,APL001602,J05
CPD_334444,APL001605,B13
CPD_334333,APL001605,C06
CPD_338772,APL001619,G19
CPD_339252,APL001620,D04
CPD_339481,APL001621,A22
CPD_340020,APL001623,O15
CPD_341577,APL001628,K07
CPD_341973,APL001629,I08
CPD_344292,APL001636,J09
CPD_344959,APL001638,B17
CPD_345551,APL001640,H05
CPD_348639,APL001649,B18
CPD_348480,APL001649,C18
CPD_349818,APL001653,J11
CPD_351433,APL001658,L15
CPD_353964,APL001666,B11
CPD_359538,APL001685,D04
CPD_360187,APL001687,F06
CPD_360086,APL001687,K20
CPD_317445,APL001552,A14
CPD_321068,APL001563,J04
CPD_322748,APL001569,I07
CPD_323056,APL001570,C07
CPD_323533,APL001571,F07
CPD_324285,APL001573,L16
CPD_324910,APL001575,N12
CPD_328174,APL001586,G09
CPD_328653,APL001587,F09
CPD_333839,APL001603,H21
CPD_334461,APL001605,D17
CPD_334562,APL001605,N22
CPD_334582,APL001606,E07
CPD_335082,APL001607,B13
CPD_334979,APL001607,O06
CPD_335548,APL001609,M09
CPD_335572,APL001609,M15
CPD_336158,APL001611,G03
CPD_336478,APL001612,G03
CPD_338812,APL001619,K10
CPD_339361,APL001621,A11
CPD_344827,APL001638,I04
CPD_345359,APL001639,H18
CPD_346532,APL001643,D11
CPD_346354,APL001643,O05
CPD_349396,APL001652,M06
CPD_349894,APL001653,B12
CPD_351446,APL001658,F19
CPD_359415,APL001685,M12
CPD_359790,APL001686,L05
CPD_318952,APL001557,O09
CPD_319113,APL001557,B11
CPD_319463,APL001558,B19
CPD_319485,APL001558,P04
CPD_320826,APL001563,C03
CPD_321559,APL001565,C10
CPD_322685,APL001568,L12
CPD_322773,APL001569,K13
CPD_323327,APL001570,J16
CPD_323616,APL001571,L08
CPD_323916,APL001572,J04
CPD_325739,APL001578,I20
CPD_326052,APL001579,K18
CPD_329273,APL001589,D05
CPD_329944,APL001591,D13
CPD_330026,APL001591,H14
CPD_333538,APL001602,N06
CPD_334437,APL001605,D11
CPD_335836,APL001610,A03
CPD_335873,APL001610,K11
CPD_337002,APL001613,B15
CPD_337048,APL001613,N06
CPD_339015,APL001620,C03
CPD_339791,APL001622,C20
CPD_339950,APL001622,D20
CPD_339914,APL001622,L10
CPD_341843,APL001628,D16
CPD_342712,APL001631,D13
CPD_342682,APL001631,H05
CPD_342707,APL001631,J11
CPD_343450,APL001633,F20
CPD_343428,APL001633,J14
CPD_344537,APL001637,C12
CPD_344564,APL001637,I18
CPD_345272,APL001639,J15
CPD_345572,APL001640,B11
CPD_346047,APL001642,G09
CPD_350342,APL001655,A04
CPD_351013,APL001657,A12
CPD_351771,APL001659,D21
CPD_354360,APL001667,P10
CPD_355699,APL001672,A07
CPD_355801,APL001672,M12
CPD_317932,APL001553,B16
CPD_319747,APL001559,L11
CPD_320394,APL001561,B15
CPD_320959,APL001563,M16
CPD_321100,APL001563,L12
CPD_321388,APL001564,N06
CPD_321400,APL001564,F10
CPD_322219,APL001567,C16
CPD_322311,APL001567,N17
CPD_323105,APL001570,E19
CPD_323169,APL001570,I16
CPD_323273,APL001570,L21
CPD_323305,APL001570,N10
CPD_323781,APL001572,K10
CPD_323901,APL001572,L19
CPD_325640,APL001578,C15
CPD_325772,APL001578,L07
CPD_329306,APL001589,F13
CPD_330152,APL001592,C06
CPD_331835,APL001597,H07
CPD_333458,APL001602,N05
CPD_334314,APL001605,M19
CPD_334815,APL001606,H06
CPD_337521,APL001615,O04
CPD_339300,APL001620,F16
CPD_339721,APL001622,G21
CPD_340047,APL001623,E04
CPD_340329,APL001624,O13
CPD_343049,APL001632,J18
CPD_343924,APL001635,I18
CPD_344029,APL001635,L04
CPD_344971,APL001638,J19
CPD_345153,APL001639,K06
CPD_347828,APL001647,K14
CPD_348036,APL001648,K05
CPD_349923,APL001653,L18
CPD_350567,APL001655,D20
CPD_352883,APL001663,K19
CPD_353162,APL001664,K09
CPD_353472,APL001665,G07
CPD_354621,APL001668,N15
CPD_355651,APL001671,P14
CPD_363788,APL001684,B19
CPD_359407,APL001685,M10
CPD_318395,APL001555,O10
CPD_318520,APL001555,N21
CPD_318536,APL001555,N06
CPD_320225,APL001561,O11
CPD_320581,APL001562,G21
CPD_320965,APL001563,I18
CPD_322449,APL001568,A13
CPD_322694,APL001568,N14
CPD_323416,APL001571,K17
CPD_325499,APL001577,J19
CPD_326482,APL001580,J06
CPD_326813,APL001581,P08
CPD_327948,APL001585,C14
CPD_331445,APL001596,I10
CPD_332198,APL001598,N17
CPD_332600,APL001599,H12
CPD_333493,APL001602,D15
CPD_334392,APL001605,I20
CPD_334860,APL001606,B18
CPD_335776,APL001609,J08
CPD_335944,APL001610,K10
CPD_343032,APL001632,F14
CPD_343412,APL001633,J10
CPD_344411,APL001636,H20
CPD_345641,APL001640,L08
CPD_349651,APL001653,K09
CPD_350275,APL001655,K05
CPD_350857,APL001656,J12
CPD_354147,APL001667,A17
CPD_355998,APL001673,A03
CPD_360154,APL001687,D17
CPD_360562,APL001688,D20
CPD_318611,APL001556,C05
CPD_320198,APL001561,I05
CPD_320650,APL001562,C20
CPD_320976,APL001563,O20
CPD_322700,APL001568,J16
CPD_322757,APL001569,K09
CPD_322798,APL001569,M19
CPD_324339,APL001574,G09
CPD_324592,APL001574,B14
CPD_324902,APL001575,N10
CPD_326800,APL001581,F06
CPD_328255,APL001586,I10
CPD_329953,APL001591,F15
CPD_329771,APL001591,I09
CPD_330752,APL001594,G15
CPD_332042,APL001598,E19
CPD_332477,APL001599,A22
CPD_334363,APL001605,O12
CPD_335217,APL001608,O05
CPD_335926,APL001610,G06
CPD_336529,APL001612,M15
CPD_337371,APL001614,D08
CPD_337515,APL001615,C04
CPD_337539,APL001615,C10
CPD_338932,APL001619,J21
CPD_339415,APL001621,M04
CPD_342715,APL001631,J13
CPD_343007,APL001632,D08
CPD_343214,APL001633,K19
CPD_344347,APL001636,H04
CPD_345022,APL001638,F14
CPD_345064,APL001639,I03
CPD_349413,APL001652,O10
CPD_350035,APL001654,K06
CPD_350612,APL001656,M09
CPD_352578,APL001662,G04
CPD_352675,APL001662,J07
CPD_354234,APL001667,A20
CPD_354150,APL001667,G17
CPD_355094,APL001670,A15
CPD_355805,APL001672,E14
CPD_320236,APL001561,E15
CPD_320478,APL001561,J16
CPD_322180,APL001567,E06
CPD_323218,APL001570,N07
CPD_324835,APL001575,H13
CPD_324901,APL001575,L10
CPD_325461,APL001577,N09
CPD_325477,APL001577,N13
CPD_326676,APL001581,M14
CPD_326947,APL001582,K21
CPD_328198,APL001586,G15
CPD_330791,APL001594,E06
CPD_330880,APL001594,H07
CPD_331669,APL001597,I05
CPD_332184,APL001598,B15
CPD_333490,APL001602,N13
CPD_333852,APL001603,B06
CPD_333694,APL001603,E06
CPD_337698,APL001615,B10
CPD_337519,APL001615,K04
CPD_338731,APL001619,E09
CPD_339309,APL001620,H18
CPD_341855,APL001628,L18
CPD_343333,APL001633,J09
CPD_347293,APL001645,J22
CPD_348643,APL001649,J18
CPD_349677,APL001653,O15
CPD_352064,APL001660,D15
CPD_352277,APL001661,M08
CPD_352848,APL001663,E11
CPD_356014,APL001673,A07
CPD_357506,APL001677,B04
CPD_357408,APL001677,M18
CPD_357903,APL001678,P22
CPD_358273,APL001680,C15
CPD_363548,APL001683,N18
CPD_359606,APL001685,L20
CPD_359814,APL001686,L11
CPD_359942,APL001687,K03
CPD_320002,APL001560,A18
CPD_322165,APL001567,G21
CPD_323088,APL001570,C15
CPD_324226,APL001573,F21
CPD_328673,APL001587,N13
CPD_328791,APL001588,I03
CPD_329635,APL001590,J15
CPD_333781,APL001603,D07
CPD_333619,APL001603,O05
CPD_336115,APL001610,B14
CPD_335960,APL001610,K14
CPD_336375,APL001611,J17
CPD_336507,APL001612,A11
CPD_341123,APL001626,J13
CPD_343215,APL001633,M19
CPD_343651,APL001634,H09
CPD_343718,APL001634,N06
CPD_344700,APL001637,J12
CPD_345151,APL001639,G06
CPD_345497,APL001640,K12
CPD_346528,APL001643,L09
CPD_347943,APL001647,B04
CPD_347848,APL001647,C20
CPD_349588,APL001652,N14
CPD_350752,APL001656,H05
CPD_350931,APL001657,M09
CPD_351774,APL001659,J21
CPD_352668,APL001662,L05
CPD_356607,APL001674,P16
CPD_360134,APL001687,L11
CPD_319154,APL001557,D21
CPD_320322,APL001561,A18
CPD_320851,APL001563,E09
CPD_322264,APL001567,N05
CPD_322697,APL001568,D16
CPD_322852,APL001569,K14
CPD_325212,APL001576,J08
CPD_325592,APL001578,C03
CPD_328118,APL001585,H16
CPD_328368,APL001586,L17
CPD_328473,APL001587,M03
CPD_328812,APL001588,C09
CPD_329080,APL001588,P16
CPD_329361,APL001589,D08
CPD_329880,APL001591,C18
CPD_330335,APL001592,F12
CPD_335331,APL001608,E16
CPD_335867,APL001610,O09
CPD_337661,APL001615,H19
CPD_337890,APL001616,E18
CPD_338184,APL001617,C12
CPD_341165,APL001626,N04
CPD_341637,APL001628,C04
CPD_341659,APL001628,O08
CPD_342857,APL001632,E09
CPD_343267,APL001633,E14
CPD_343414,APL001633,N10
CPD_346439,APL001643,I08
CPD_346535,APL001643,J11
CPD_348959,APL001650,D18
CPD_348827,APL001650,J03
CPD_350648,APL001656,E19
CPD_351561,APL001659,M07
CPD_352169,APL001660,F22
CPD_353235,APL001664,M08
CPD_355787,APL001672,A10
CPD_356421,APL001674,K10
CPD_359837,APL001686,J17
CPD_317365,APL001552,A13
CPD_318420,APL001555,A18
CPD_318894,APL001556,L16
CPD_319198,APL001557,N12
CPD_319261,APL001558,M07
CPD_319326,APL001558,O04
CPD_320367,APL001561,L07
CPD_321186,APL001564,G15
CPD_321351,APL001564,D17
CPD_325049,APL001576,C08
CPD_325700,APL001578,K10
CPD_325925,APL001579,M05
CPD_329845,APL001591,M08
CPD_330110,APL001592,O13
CPD_331613,APL001596,J12
CPD_331691,APL001597,E11
CPD_331886,APL001597,N19
CPD_334157,APL001604,D21
CPD_335068,APL001607,D09
CPD_336940,APL001613,E20
CPD_340028,APL001623,O17
CPD_343298,APL001633,C22
CPD_343458,APL001633,F22
CPD_344369,APL001636,D10
CPD_344196,APL001636,I06
CPD_345077,APL001639,C07
CPD_345200,APL001639,I18
CPD_349644,APL001653,M07
CPD_350374,APL001655,A12
CPD_350398,APL001655,A18
CPD_350356,APL001655,M06
CPD_351216,APL001657,H22
CPD_351832,APL001659,N16
CPD_353013,APL001663,B13
CPD_360719,APL001689,M18
CPD_320480,APL001561,N16
CPD_321335,APL001564,D13
CPD_323148,APL001570,O10
CPD_323528,APL001571,L05
CPD_325244,APL001576,J16
CPD_325564,APL001577,L16
CPD_326705,APL001581,G22
CPD_326836,APL001581,N14
CPD_327231,APL001583,C13
CPD_327274,APL001583,I04
CPD_329076,APL001588,H16
CPD_329063,APL001588,N12
CPD_330140,APL001592,K21
CPD_330728,APL001594,G09
CPD_333422,APL001602,E18
CPD_335124,APL001607,F04
CPD_335430,APL001608,L19
CPD_335530,APL001609,G05
CPD_335531,APL001609,I05
CPD_336406,APL001611,H06
CPD_337687,APL001615,L06
CPD_337647,APL001615,L15
CPD_337712,APL001615,N12
CPD_339322,APL001620,B22
CPD_339406,APL001621,K21
CPD_340799,APL001625,L11
CPD_341463,APL001627,D19
CPD_342012,APL001629,G18
CPD_342467,APL001630,F12
CPD_342880,APL001632,C15
CPD_347876,APL001647,L05
CPD_348366,APL001649,O07
CPD_348841,APL001650,F07
CPD_351131,APL001657,N19
CPD_352003,APL001660,C20
CPD_355253,APL001670,P13
CPD_357737,APL001678,C22
CPD_359517,APL001685,J17
CPD_319066,APL001557,C20
CPD_321691,APL001565,L21
CPD_322010,APL001566,L21
CPD_324985,APL001576,C11
CPD_324971,APL001576,G07
CPD_325173,APL001576,L17
CPD_325847,APL001578,B08
CPD_325789,APL001578,N11
CPD_326959,APL001582,C06
CPD_330311,APL001592,F06
CPD_331134,APL001595,E12
CPD_331436,APL001596,G08
CPD_333607,APL001603,G03
CPD_333880,APL001603,J12
CPD_334618,APL001606,M15
CPD_336360,APL001611,L13
CPD_337064,APL001613,N10
CPD_339447,APL001621,M12
CPD_340233,APL001623,P10
CPD_343331,APL001633,F09
CPD_355829,APL001672,E20
CPD_359400,APL001685,O08
CPD_360218,APL001687,D14
CPD_360190,APL001687,L06
CPD_360487,APL001688,N19
CPD_360520,APL001688,P08
CPD_360675,APL001689,E08
CPD_317412,APL001552,O04
CPD_318123,APL001554,O22
CPD_318274,APL001554,N20
CPD_318743,APL001556,M18
CPD_320259,APL001561,C21
CPD_320567,APL001562,K17
CPD_320883,APL001563,E17
CPD_322179,APL001567,C06
CPD_323608,APL001571,L06
CPD_324177,APL001573,D09
CPD_324265,APL001573,D12
CPD_325357,APL001577,M04
CPD_325801,APL001578,F15
CPD_326437,APL001580,N13
CPD_327202,APL001583,I05
CPD_328912,APL001588,O14
CPD_330608,APL001593,H19
CPD_332644,APL001599,P22
CPD_335535,APL001609,A07
CPD_339558,APL001621,L19
CPD_340118,APL001623,E22
CPD_341868,APL001628,F22
CPD_341869,APL001628,H22
CPD_344436,APL001637,I05
CPD_346385,APL001643,M13
CPD_348260,APL001648,L21
CPD_349874,APL001653,J06
CPD_351854,APL001659,J22
CPD_357583,APL001677,P22
CPD_359162,APL001682,N18
CPD_363474,APL001683,J19
CPD_359723,APL001686,E10
CPD_360618,APL001689,C13
CPD_244265,APL003269,B07
CPD_317676,APL001553,O09
CPD_322258,APL001567,B05
CPD_324322,APL001574,E05
CPD_325376,APL001577,C10
CPD_325396,APL001577,K14
CPD_325565,APL001577,N16
CPD_328167,APL001586,I07
CPD_332566,APL001599,D04
CPD_333215,APL001601,F06
CPD_334594,APL001606,M09
CPD_335596,APL001609,M21
CPD_336656,APL001612,L07
CPD_339003,APL001619,L20
CPD_339869,APL001622,B19
CPD_340940,APL001626,I07
CPD_343903,APL001635,O12
CPD_344630,APL001637,N13
CPD_344961,APL001638,F17
CPD_346974,APL001644,J22
CPD_349892,APL001653,N10
CPD_350102,APL001654,B03
CPD_353647,APL001665,F11
CPD_353552,APL001665,G08
CPD_317640,APL001552,H22
CPD_317881,APL001553,L21
CPD_321358,APL001564,B19
CPD_321979,APL001566,N13
CPD_322864,APL001569,C18
CPD_322923,APL001569,L11
CPD_323060,APL001570,K07
CPD_323884,APL001572,J15
CPD_324025,APL001573,C11
CPD_324689,APL001575,C17
CPD_324787,APL001575,G22
CPD_325052,APL001576,I08
CPD_328877,APL001588,I06
CPD_328910,APL001588,K14
CPD_329196,APL001589,G06
CPD_330032,APL001591,D16
CPD_330729,APL001594,I09
CPD_332596,APL001599,P10
CPD_335136,APL001607,N06
CPD_335489,APL001608,D16
CPD_336411,APL001611,B08
CPD_347509,APL001620,N14
CPD_339728,APL001622,E04
CPD_339979,APL001623,M05
CPD_340507,APL001624,D19
CPD_340431,APL001624,K20
CPD_342034,APL001629,D03
CPD_343009,APL001632,H08
CPD_343223,APL001633,M21
CPD_348092,APL001648,K19
CPD_349325,APL001652,O07
CPD_353179,APL001664,M13
CPD_359704,APL001686,O04
CPD_360793,APL001689,B17
CPD_320289,APL001561,O08
CPD_321201,APL001564,E19
CPD_322217,APL001567,O14
CPD_322421,APL001568,I05
CPD_323157,APL001570,A14
CPD_323310,APL001570,H12
CPD_323532,APL001571,D07
CPD_325493,APL001577,N17
CPD_326329,APL001580,E08
CPD_327998,APL001585,H05
CPD_329904,APL001591,D03
CPD_330041,APL001591,F18
CPD_329869,APL001591,M14
CPD_331378,APL001596,C13
CPD_333074,APL001601,K10
CPD_332996,APL001601,O09
CPD_333333,APL001602,C15
CPD_333457,APL001602,L05
CPD_334005,APL001604,C04
CPD_334469,APL001605,D19
CPD_334458,APL001605,N15
CPD_334756,APL001606,B11
CPD_334565,APL001606,C03
CPD_334850,APL001606,N14
CPD_342146,APL001629,D12
CPD_341987,APL001629,E12
CPD_342619,APL001631,I10
CPD_343438,APL001633,N16
CPD_343492,APL001634,I09
CPD_343533,APL001634,K19
CPD_344571,APL001637,G20
CPD_344782,APL001638,O11
CPD_348813,APL001650,M20
CPD_350255,APL001654,D22
CPD_351588,APL001659,C15
CPD_351605,APL001659,E19
CPD_352906,APL001663,I06
CPD_358512,APL001680,D16
CPD_360571,APL001688,F22
CPD_317437,APL001552,A12
CPD_321016,APL001563,B11
CPD_322124,APL001567,E11
CPD_323393,APL001571,M11
CPD_323818,APL001572,E20
CPD_324559,APL001574,P04
CPD_325548,APL001577,L12
CPD_326324,APL001580,K06
CPD_326597,APL001581,O13
CPD_327054,APL001582,B09
CPD_327455,APL001583,D10
CPD_330895,APL001594,H11
CPD_331764,APL001597,I10
CPD_333634,APL001603,M09
CPD_334888,APL001607,I03
CPD_336150,APL001610,H22
CPD_337435,APL001615,C03
CPD_337923,APL001616,H05
CPD_338839,APL001619,G18
CPD_343611,APL001634,G20
CPD_347935,APL001647,B21
CPD_349003,APL001651,K07
CPD_350676,APL001656,M06
CPD_351554,APL001659,O05
CPD_352313,APL001661,E18
CPD_355697,APL001672,M05
CPD_359011,APL001682,O20
CPD_364696,APL001684,A11
CPD_359391,APL001685,M06
CPD_359835,APL001686,F17
CPD_360882,APL001689,D20
CPD_319314,APL001558,G21
CPD_320872,APL001563,O13
CPD_322636,APL001568,J19
CPD_323047,APL001570,A05
CPD_325509,APL001577,N21
CPD_325929,APL001579,E07
CPD_326204,APL001579,L16
CPD_328388,APL001586,D04
CPD_328741,APL001587,F12
CPD_329706,APL001590,H14
CPD_329644,APL001590,L17
CPD_332640,APL001599,H22
CPD_332678,APL001600,C11
CPD_333569,APL001602,L14
CPD_336620,APL001612,C20
CPD_337191,APL001614,K21
CPD_344011,APL001635,H19
CPD_344636,APL001637,J15
CPD_344746,APL001638,E03
CPD_345054,APL001638,F22
CPD_346545,APL001643,N13
CPD_348090,APL001648,G19
CPD_348971,APL001650,L20
CPD_349735,APL001653,C12
CPD_349764,APL001653,M18
CPD_350412,APL001655,M20
CPD_351531,APL001658,B22
CPD_351578,APL001659,O11
CPD_352592,APL001662,C08
CPD_353767,APL001665,F22
CPD_356535,APL001674,P17
CPD_357545,APL001677,P12
CPD_359363,APL001685,E19
CPD_359309,APL001685,I05
CPD_359758,APL001686,K18
CPD_359954,APL001687,C07
CPD_360312,APL001688,O15
CPD_318781,APL001556,J07
CPD_319001,APL001557,A04
CPD_320154,APL001560,B16
CPD_320840,APL001563,O05
CPD_321271,APL001564,C18
CPD_321804,APL001566,M09
CPD_324170,APL001573,F07
CPD_325193,APL001576,D04
CPD_325507,APL001577,J21
CPD_326404,APL001580,L05
CPD_327435,APL001583,L04
CPD_329074,APL001588,D16
CPD_329456,APL001590,C11
CPD_329650,APL001590,H19
CPD_329723,APL001590,J18
CPD_331987,APL001598,G05
CPD_333864,APL001603,J08
CPD_335130,APL001607,B06
CPD_334960,APL001607,I21
CPD_335610,APL001609,I06
CPD_336456,APL001611,L18
CPD_337110,APL001613,J22
CPD_338087,APL001617,O05
CPD_340491,APL001624,D15
CPD_341108,APL001626,L09
CPD_341438,APL001627,B13
CPD_341506,APL001627,L10
CPD_341563,APL001628,O03
CPD_342068,APL001629,H11
CPD_342280,APL001630,O04
CPD_342929,APL001632,G08
CPD_347539,APL001642,K08
CPD_349064,APL001651,E04
CPD_349634,APL001653,I05
CPD_349810,APL001653,J09
CPD_350437,APL001655,P05
CPD_350779,APL001656,N11
CPD_351027,APL001657,M14
CPD_352171,APL001660,J22
CPD_352254,APL001661,O21
CPD_352588,APL001662,K06
CPD_352518,APL001662,O07
CPD_353258,APL001664,K14
CPD_353481,APL001665,I09
CPD_353859,APL001666,M04
CPD_353939,APL001666,P03
CPD_359720,APL001686,O08
CPD_318024,APL001554,I17
CPD_318937,APL001557,A07
CPD_319041,APL001557,A14
CPD_320491,APL001561,D20
CPD_322643,APL001568,H21
CPD_325211,APL001576,H08
CPD_325205,APL001576,L06
CPD_325555,APL001577,J14
CPD_327796,APL001584,D16
CPD_329484,APL001590,K17
CPD_329741,APL001590,N22
CPD_333532,APL001602,B06
CPD_333519,APL001602,H21
CPD_333751,APL001603,G20
