CPD ID,Plate ID,Well
CPD_339990,APL001623,C09
CPD_340215,APL001623,L06
CPD_341403,APL001627,L03
CPD_347010,APL001645,A11
CPD_351719,APL001659,L07
CPD_352491,APL001661,J22
CPD_356001,APL001673,G03
CPD_356602,APL001674,F16
CPD_356919,APL001675,F16
CPD_363363,APL001683,I12
CPD_363492,APL001683,N04
CPD_363667,APL001684,M08
CPD_359772,APL001686,G22
CPD_360303,APL001688,M13
CPD_360693,APL001689,I12
CPD_319534,APL001558,B18
CPD_320221,APL001561,G11
CPD_321218,APL001564,G04
CPD_324418,APL001574,E10
CPD_332143,APL001598,P03
CPD_332535,APL001599,F15
CPD_332408,APL001599,G04
CPD_334687,APL001606,G14
CPD_335841,APL001610,K03
CPD_337363,APL001614,D06
CPD_337328,APL001614,N15
CPD_340964,APL001626,I13
CPD_347001,APL001645,O07
CPD_347615,APL001646,B21
CPD_347569,APL001646,F09
CPD_348224,APL001648,D13
CPD_348305,APL001648,F14
CPD_348700,APL001650,K11
CPD_349090,APL001651,I10
CPD_349420,APL001652,M12
CPD_349685,APL001653,O17
CPD_350354,APL001655,I06
CPD_351947,APL001660,C06
CPD_353257,APL001664,I14
CPD_354478,APL001668,O19
CPD_355886,APL001672,J13
CPD_357848,APL001678,B10
CPD_318209,APL001554,L04
CPD_319243,APL001558,G03
CPD_319673,APL001559,K12
CPD_319815,APL001559,D10
CPD_321580,APL001565,M14
CPD_322334,APL001567,L04
CPD_326479,APL001580,D06
CPD_326625,APL001581,G21
CPD_332366,APL001599,O19
CPD_332903,APL001600,F08
CPD_340048,APL001623,G04
CPD_347284,APL001645,H20
CPD_348928,APL001650,F10
CPD_349265,APL001651,H14
CPD_349219,APL001651,L21
CPD_349005,APL001651,O07
CPD_350527,APL001655,D10
CPD_352706,APL001662,H15
CPD_354541,APL001668,M16
CPD_355268,APL001670,N17
CPD_356556,APL001674,J04
CPD_356738,APL001675,G10
CPD_356974,APL001676,C09
CPD_357041,APL001676,I06
CPD_358530,APL001680,H20
CPD_359108,APL001682,B06
CPD_358990,APL001682,E16
CPD_359341,APL001685,I13
CPD_246311,APL003276,A03
CPD_318193,APL001554,L19
CPD_320350,APL001561,J03
CPD_331980,APL001598,I03
CPD_332456,APL001599,G16
CPD_336820,APL001613,E09
CPD_338985,APL001619,H16
CPD_347175,APL001645,N11
CPD_348595,APL001649,J06
CPD_351063,APL001657,F03
CPD_355735,APL001672,I15
CPD_356079,APL001673,C04
CPD_358154,APL001679,F06
CPD_357997,APL001679,K06
CPD_358942,APL001682,E04
CPD_363415,APL001683,B05
CPD_359230,APL001683,G15
CPD_363545,APL001683,H18
CPD_360133,APL001687,J11
CPD_247122,APL003267,E13
CPD_317450,APL001552,K14
CPD_317490,APL001552,L03
CPD_318240,APL001554,J12
CPD_320770,APL001562,D10
CPD_321158,APL001564,C07
CPD_335879,APL001610,G13
CPD_343790,APL001635,M03
CPD_348274,APL001648,H06
CPD_348125,APL001648,M08
CPD_349309,APL001652,O03
CPD_350704,APL001656,G14
CPD_351485,APL001658,F10
CPD_352420,APL001661,L04
CPD_352538,APL001662,G13
CPD_358265,APL001680,C13
CPD_359196,APL001683,C07
CPD_363528,APL001683,F14
CPD_359812,APL001686,H11
CPD_318337,APL001555,K15
CPD_319812,APL001559,N08
CPD_320958,APL001563,K16
CPD_321297,APL001564,H03
CPD_322460,APL001568,G15
CPD_326250,APL001580,G07
CPD_332181,APL001598,L13
CPD_332330,APL001599,G11
CPD_334919,APL001607,G11
CPD_336642,APL001612,P03
CPD_346947,APL001644,D16
CPD_348205,APL001648,N07
CPD_350513,APL001655,H06
CPD_360295,APL001688,M11
CPD_360724,APL001689,G20
CPD_317378,APL001552,K15
CPD_320565,APL001562,G17
CPD_320706,APL001562,D13
CPD_321552,APL001565,E08
CPD_321750,APL001565,B18
CPD_322119,APL001567,K09
CPD_322251,APL001567,D03
CPD_326732,APL001581,N07
CPD_329913,APL001591,F05
CPD_330025,APL001591,F14
CPD_334101,APL001604,D07
CPD_336893,APL001613,G08
CPD_340368,APL001624,M04
CPD_346715,APL001644,C17
CPD_346909,APL001644,H06
CPD_347698,APL001646,H22
CPD_347895,APL001647,B11
CPD_347741,APL001647,M11
CPD_349131,APL001651,K20
CPD_349268,APL001651,N14
CPD_349499,APL001652,L11
CPD_350201,APL001654,H08
CPD_352768,APL001662,D12
CPD_353728,APL001665,H12
CPD_354260,APL001667,F05
CPD_354240,APL001667,M20
CPD_355670,APL001671,F20
CPD_355701,APL001672,E07
CPD_357487,APL001677,L17
CPD_357752,APL001678,B05
CPD_358474,APL001680,H06
CPD_358577,APL001681,E11
CPD_363634,APL001684,K19
CPD_360877,APL001689,J18
CPD_362712,APL001695,P15
CPD_246151,APL003275,A22
CPD_318002,APL001554,M11
CPD_318540,APL001555,F08
CPD_320108,APL001560,F04
CPD_324437,APL001574,K14
CPD_326505,APL001580,H12
CPD_332325,APL001599,M09
CPD_338947,APL001619,H06
CPD_339652,APL001622,M03
CPD_348537,APL001649,F11
CPD_349009,APL001651,G09
CPD_349099,APL001651,K12
CPD_351062,APL001657,D03
CPD_352052,APL001660,L11
CPD_352409,APL001661,F21
CPD_354381,APL001667,L16
CPD_358910,APL001682,E15
CPD_359094,APL001682,F21
CPD_363553,APL001683,H20
CPD_363766,APL001684,D13
CPD_363595,APL001684,K09
CPD_363682,APL001684,K12
CPD_359748,APL001686,G16
CPD_317886,APL001553,F04
CPD_318059,APL001554,O06
CPD_319775,APL001559,D19
CPD_320111,APL001560,L04
CPD_325378,APL001577,G10
CPD_325731,APL001578,I18
CPD_330249,APL001592,H09
CPD_332526,APL001599,D13
CPD_334176,APL001604,J06
CPD_335688,APL001609,H05
CPD_337099,APL001613,D20
CPD_344220,APL001636,I12
CPD_346847,APL001644,L09
CPD_347421,APL001646,K14
CPD_348304,APL001648,D14
CPD_349096,APL001651,E12
CPD_351560,APL001659,K07
CPD_353615,APL001665,F03
CPD_355608,APL001671,H04
CPD_355783,APL001672,I08
CPD_357739,APL001678,G22
CPD_358520,APL001680,D18
CPD_358347,APL001680,G14
CPD_358341,APL001680,K12
CPD_358885,APL001682,C09
CPD_363544,APL001683,F18
CPD_361906,APL001693,C15
CPD_317438,APL001552,C12
CPD_317496,APL001552,H05
CPD_318620,APL001556,E07
CPD_319184,APL001557,B10
CPD_321353,APL001564,H17
CPD_321642,APL001565,J09
CPD_321737,APL001565,H14
CPD_324458,APL001574,E20
CPD_325201,APL001576,D06
CPD_331977,APL001598,C03
CPD_332577,APL001599,J06
CPD_335466,APL001608,F10
CPD_337915,APL001616,H03
CPD_337939,APL001616,H09
CPD_339823,APL001622,D07
CPD_339854,APL001622,D15
CPD_339936,APL001622,H16
CPD_340451,APL001624,D05
CPD_346510,APL001643,H05
CPD_347411,APL001646,G12
CPD_348803,APL001650,I18
CPD_350660,APL001656,M21
CPD_351022,APL001657,C14
CPD_351670,APL001659,I16
CPD_355845,APL001672,F03
CPD_356246,APL001673,L06
CPD_358568,APL001681,C09
CPD_360837,APL001689,J08
CPD_244704,APL003270,P16
CPD_318572,APL001555,F16
CPD_319961,APL001560,O06
CPD_320476,APL001561,F16
CPD_321664,APL001565,F15
CPD_322109,APL001567,G07
CPD_337303,APL001614,L09
CPD_346919,APL001644,L08
CPD_347319,APL001646,M07
CPD_347931,APL001647,J19
CPD_351653,APL001659,E12
CPD_352315,APL001661,I18
CPD_354384,APL001667,B18
CPD_354464,APL001668,C17
CPD_354839,APL001669,A12
CPD_355539,APL001671,N05
CPD_355484,APL001671,O12
CPD_355782,APL001672,G08
CPD_357173,APL001676,F19
CPD_357929,APL001679,C09
CPD_358899,APL001682,O11
CPD_363427,APL001683,J07
CPD_359192,APL001683,K05
CPD_360195,APL001687,F08
CPD_360251,APL001687,F22
CPD_359964,APL001687,G09
CPD_317693,APL001553,A15
CPD_318870,APL001556,L10
CPD_320043,APL001560,D07
CPD_321487,APL001565,C11
CPD_325642,APL001578,G15
CPD_335721,APL001609,J13
CPD_340180,APL001623,D13
CPD_345940,APL001641,B04
CPD_347220,APL001645,H04
CPD_347753,APL001647,E15
CPD_356379,APL001674,G19
CPD_358083,APL001679,H07
CPD_358765,APL001681,B19
CPD_360859,APL001689,F14
CPD_318398,APL001555,E12
CPD_320527,APL001562,K07
CPD_321257,APL001564,E14
CPD_321622,APL001565,B05
CPD_321700,APL001565,N04
CPD_322133,APL001567,G13
CPD_326436,APL001580,L13
CPD_326792,APL001581,F04
CPD_329268,APL001589,J03
CPD_334239,APL001604,H22
CPD_334570,APL001606,M03
CPD_335221,APL001608,G07
CPD_335451,APL001608,H06
CPD_337067,APL001613,D12
CPD_337175,APL001614,K17
CPD_339483,APL001621,E22
CPD_339682,APL001622,I11
CPD_349190,APL001651,B15
CPD_351652,APL001659,C12
CPD_356491,APL001674,H07
CPD_357023,APL001676,E21
CPD_358403,APL001680,H07
CPD_363512,APL001683,F10
CPD_363522,APL001683,J12
CPD_363784,APL001684,J17
CPD_359588,APL001685,H16
CPD_317374,APL001552,C15
CPD_318699,APL001556,E08
CPD_318857,APL001556,B08
CPD_320030,APL001560,J03
CPD_322038,APL001566,D10
CPD_323688,APL001572,K05
CPD_334577,APL001606,K05
CPD_346704,APL001644,M13
CPD_346920,APL001644,N08
CPD_347679,APL001646,B18
CPD_349295,APL001651,D22
CPD_350424,APL001655,F03
CPD_351023,APL001657,E14
CPD_354231,APL001667,K18
CPD_356072,APL001673,E21
CPD_356443,APL001674,G16
CPD_357660,APL001678,I21
CPD_358010,APL001679,E10
CPD_358456,APL001680,D21
CPD_358252,APL001680,I09
CPD_358579,APL001681,I11
CPD_318253,APL001554,D16
CPD_319097,APL001557,B07
CPD_322593,APL001568,D09
CPD_323622,APL001571,H10
CPD_324893,APL001575,L08
CPD_329468,APL001590,K13
CPD_332593,APL001599,J10
CPD_340367,APL001624,K04
CPD_345168,APL001639,I10
CPD_347573,APL001646,N09
CPD_348608,APL001649,D10
CPD_349192,APL001651,F15
CPD_353220,APL001664,O04
CPD_356525,APL001674,L15
CPD_357280,APL001677,M05
CPD_358056,APL001679,A22
CPD_357917,APL001679,K05
CPD_359961,APL001687,A09
CPD_317832,APL001553,J09
CPD_318854,APL001556,L06
CPD_319426,APL001558,H09
CPD_320452,APL001561,F10
CPD_320620,APL001562,E12
CPD_320850,APL001563,C09
CPD_321456,APL001565,E03
CPD_322205,APL001567,G12
CPD_327449,APL001583,H08
CPD_331993,APL001598,C07
CPD_337038,APL001613,J04
CPD_339235,APL001620,B19
CPD_340080,APL001623,G12
CPD_340160,APL001623,L17
CPD_346685,APL001644,G09
CPD_347754,APL001647,G15
CPD_348609,APL001649,F10
CPD_349001,APL001651,G07
CPD_349225,APL001651,H04
CPD_351232,APL001658,G05
CPD_354209,APL001667,O12
CPD_355389,APL001671,A09
CPD_355846,APL001672,H03
CPD_356018,APL001673,I07
CPD_356013,APL001673,O05
CPD_356419,APL001674,G10
CPD_356515,APL001674,H13
CPD_356657,APL001675,C09
CPD_358178,APL001679,F12
CPD_358738,APL001681,L11
CPD_359078,APL001682,F17
CPD_363807,APL001684,H04
CPD_359732,APL001686,G12
CPD_360637,APL001689,I17
CPD_317447,APL001552,E14
CPD_318447,APL001555,H03
CPD_320158,APL001560,J16
CPD_321679,APL001565,D19
CPD_322988,APL001569,N08
CPD_324548,APL001574,J21
CPD_326827,APL001581,L12
CPD_333285,APL001602,C03
CPD_333714,APL001603,M10
CPD_333934,APL001604,E05
CPD_334741,APL001606,D07
CPD_346056,APL001642,I11
CPD_347195,APL001645,F17
CPD_347298,APL001646,C03
CPD_348140,APL001648,K12
CPD_349335,APL001652,C11
CPD_350488,APL001655,F19
CPD_351973,APL001660,G12
CPD_352101,APL001660,N04
CPD_354590,APL001668,P07
CPD_356794,APL001675,H03
CPD_358242,APL001680,E07
CPD_358669,APL001681,M14
CPD_359216,APL001683,K11
CPD_359386,APL001685,C06
CPD_318096,APL001554,I16
CPD_318701,APL001556,I08
CPD_318751,APL001556,M20
CPD_320771,APL001562,F10
CPD_321556,APL001565,M08
CPD_329376,APL001589,B12
CPD_331985,APL001598,C05
CPD_332426,APL001599,K08
CPD_333096,APL001601,G16
CPD_334921,APL001607,K11
CPD_335683,APL001609,N03
CPD_336827,APL001613,C11
CPD_339168,APL001620,G22
CPD_345018,APL001638,N12
CPD_347110,APL001645,I16
CPD_347237,APL001645,J08
CPD_349111,APL001651,C16
CPD_351430,APL001658,F15
CPD_352723,APL001662,J19
CPD_355621,APL001671,B08
CPD_356512,APL001674,B13
CPD_357182,APL001676,H21
CPD_358634,APL001681,G06
CPD_363346,APL001683,G08
CPD_363546,APL001683,J18
CPD_244080,APL003268,P20
CPD_320293,APL001561,G10
CPD_320549,APL001562,G13
CPD_320623,APL001562,K12
CPD_322508,APL001568,G08
CPD_324875,APL001575,H04
CPD_324685,APL001575,K15
CPD_326089,APL001579,F07
CPD_334153,APL001604,L19
CPD_334599,APL001606,G11
CPD_337069,APL001613,H12
CPD_336998,APL001613,J13
CPD_336839,APL001613,K13
CPD_344531,APL001637,G10
CPD_346914,APL001644,B08
CPD_346719,APL001644,K17
CPD_350429,APL001655,P03
CPD_351326,APL001658,C10
CPD_352978,APL001663,L03
CPD_354144,APL001667,K15
CPD_359286,APL001673,N08
CPD_356935,APL001675,F20
CPD_357568,APL001677,B20
CPD_357773,APL001678,L09
CPD_358237,APL001680,K05
CPD_358962,APL001682,M08
CPD_359325,APL001685,I09
CPD_318196,APL001554,B21
CPD_318312,APL001555,I09
CPD_318552,APL001555,N10
CPD_320612,APL001562,E10
CPD_322127,APL001567,K11
CPD_322196,APL001567,E10
CPD_323359,APL001571,I03
CPD_333408,APL001602,I14
CPD_336847,APL001613,K15
CPD_340303,APL001624,K07
CPD_347261,APL001645,J14
CPD_348120,APL001648,C08
CPD_350483,APL001655,L17
CPD_351957,APL001660,G08
CPD_355404,APL001671,O11
CPD_356885,APL001675,B08
CPD_357096,APL001676,I20
CPD_358805,APL001681,B10
CPD_358852,APL001681,B22
CPD_363337,APL001683,E06
CPD_360797,APL001689,J17
CPD_244728,APL003270,P22
CPD_317729,APL001553,K04
CPD_318101,APL001554,C18
CPD_318565,APL001555,H14
CPD_319582,APL001559,C09
CPD_332495,APL001599,F05
CPD_332347,APL001599,I15
CPD_334173,APL001604,D06
CPD_334126,APL001604,F13
CPD_337627,APL001615,D11
CPD_339337,APL001621,O03
CPD_339746,APL001622,I08
CPD_346798,APL001644,I18
CPD_347054,APL001645,I21
CPD_347183,APL001645,N13
CPD_347595,APL001646,J15
CPD_348057,APL001648,E11
CPD_350563,APL001655,L18
CPD_351510,APL001658,H16
CPD_355407,APL001671,E13
CPD_355798,APL001672,G12
CPD_356566,APL001674,N06
CPD_357690,APL001678,E10
CPD_357651,APL001678,G19
CPD_358613,APL001681,M19
CPD_359117,APL001682,D08
CPD_359215,APL001683,I11
CPD_360543,APL001688,N14
CPD_362736,APL001695,P21
CPD_245653,APL003273,P14
CPD_318311,APL001555,G09
CPD_319686,APL001559,E16
CPD_321242,APL001564,G10
CPD_337021,APL001613,H19
CPD_340018,APL001623,K15
CPD_346699,APL001644,C13
CPD_347133,APL001645,G22
CPD_347394,APL001646,E08
CPD_347581,APL001646,N11
CPD_347889,APL001647,F09
CPD_349363,APL001652,K17
CPD_349994,APL001654,I15
CPD_350295,APL001655,C11
CPD_350773,APL001656,B11
CPD_350939,APL001657,M11
CPD_353382,APL001664,D06
CPD_354377,APL001667,D16
CPD_363747,APL001684,N07
CPD_359411,APL001685,E12
CPD_359980,APL001687,G13
CPD_245262,APL003272,P15
CPD_318700,APL001556,G08
CPD_318708,APL001556,G10
CPD_318958,APL001557,K11
CPD_319711,APL001559,D03
CPD_319988,APL001560,E14
CPD_320687,APL001562,N07
CPD_320786,APL001562,D14
CPD_323779,APL001572,G10
CPD_324042,APL001573,E15
CPD_324372,APL001574,I17
CPD_333632,APL001603,I09
CPD_334024,APL001604,I08
CPD_334041,APL001604,K12
CPD_337206,APL001614,I06
CPD_337271,APL001614,K22
CPD_338895,APL001619,J11
CPD_339946,APL001622,L18
CPD_346531,APL001643,B11
CPD_346875,APL001644,D17
CPD_346878,APL001644,J17
CPD_347030,APL001645,I15
CPD_347353,APL001646,C17
CPD_349184,APL001651,F13
CPD_349258,APL001651,J12
CPD_349506,APL001652,J13
CPD_352817,APL001663,G03
CPD_355649,APL001671,L14
CPD_356362,APL001674,E15
CPD_356334,APL001674,M07
CPD_356606,APL001674,N16
CPD_356710,APL001675,M21
CPD_085393,APL001677,J18
CPD_358524,APL001680,L18
CPD_359308,APL001685,G05
CPD_246525,APL003276,P15
CPD_317829,APL001553,D09
CPD_319101,APL001557,J07
CPD_319187,APL001557,H10
CPD_320047,APL001560,L07
CPD_320299,APL001561,C12
CPD_321745,APL001565,H16
CPD_322571,APL001568,H03
CPD_326259,APL001580,I09
CPD_330656,APL001593,H12
CPD_332075,APL001598,G08
CPD_335311,APL001608,K10
CPD_336831,APL001613,K11
CPD_337859,APL001616,G10
CPD_339623,APL001621,D18
CPD_339824,APL001622,F07
CPD_339653,APL001622,O03
CPD_347309,APL001646,I05
CPD_349620,APL001652,N22
CPD_350378,APL001655,I12
CPD_351447,APL001658,H19
CPD_351568,APL001659,K09
CPD_352378,APL001661,H13
CPD_354168,APL001667,M21
CPD_354870,APL001669,A20
CPD_354933,APL001669,P13
CPD_355259,APL001670,L15
CPD_356580,APL001674,J10
CPD_356407,APL001674,O06
CPD_357775,APL001678,P09
CPD_358160,APL001679,B08
CPD_317744,APL001553,I08
CPD_332383,APL001559,G22
CPD_319727,APL001559,D07
CPD_321643,APL001565,L09
CPD_321938,APL001566,L03
CPD_324469,APL001574,K22
CPD_324540,APL001574,J19
CPD_330585,APL001593,J13
CPD_332364,APL001599,K19
CPD_335467,APL001608,H10
CPD_335631,APL001609,C12
CPD_335887,APL001610,G15
CPD_339945,APL001622,J18
CPD_340309,APL001624,G09
CPD_346710,APL001644,I15
CPD_347667,APL001646,J14
CPD_347874,APL001647,H05
CPD_348216,APL001648,D11
CPD_349969,APL001654,G09
CPD_350380,APL001655,M12
CPD_351174,APL001657,D12
CPD_352235,APL001661,I17
CPD_355781,APL001672,E08
CPD_356258,APL001673,F10
CPD_356621,APL001674,L20
CPD_357548,APL001677,F14
CPD_357335,APL001677,K19
CPD_357729,APL001678,C20
CPD_358783,APL001681,F04
CPD_363354,APL001683,G10
CPD_317711,APL001553,E19
CPD_319298,APL001558,G17
CPD_319406,APL001558,P03
CPD_325278,APL001577,M03
CPD_331127,APL001595,G10
CPD_333990,APL001604,E19
CPD_339435,APL001621,E10
CPD_339612,APL001621,J14
CPD_340065,APL001623,I08
CPD_340725,APL001625,G14
CPD_346667,APL001644,A05
CPD_349016,APL001651,E11
CPD_349267,APL001651,L14
CPD_349444,APL001652,M18
CPD_351335,APL001658,E12
CPD_352456,APL001661,D14
CPD_352333,APL001661,M22
CPD_355486,APL001671,C14
CPD_356236,APL001673,F04
CPD_356341,APL001674,K09
CPD_358832,APL001681,J16
CPD_363821,APL001684,D08
CPD_359484,APL001685,H09
CPD_359624,APL001686,O03
CPD_317632,APL001552,H20
CPD_317922,APL001553,N12
CPD_319610,APL001559,K15
CPD_323611,APL001571,B08
CPD_325705,APL001578,E12
CPD_326728,APL001581,F07
CPD_332060,APL001598,I04
CPD_333743,APL001603,G18
CPD_335303,APL001608,K08
CPD_337781,APL001616,I09
CPD_339769,APL001622,G14
CPD_344829,APL001638,M04
CPD_346829,APL001644,H05
CPD_347266,APL001645,D16
CPD_349243,APL001651,L08
CPD_351548,APL001659,C05
CPD_351678,APL001659,I18
CPD_352256,APL001661,C04
CPD_353936,APL001666,J03
CPD_355192,APL001670,E20
CPD_355856,APL001672,L05
CPD_356940,APL001675,P20
CPD_357199,APL001676,J06
CPD_358608,APL001681,C19
CPD_358801,APL001681,J08
CPD_360463,APL001688,N13
CPD_317624,APL001552,H18
CPD_317768,APL001553,I14
CPD_318042,APL001554,M21
CPD_319798,APL001559,B06
CPD_320682,APL001562,D07
CPD_321274,APL001564,I18
CPD_326424,APL001580,D11
CPD_336591,APL001612,I12
CPD_340185,APL001623,J11
CPD_341246,APL001627,O03
CPD_347636,APL001646,L06
CPD_347729,APL001647,E09
CPD_347723,APL001647,I07
CPD_349598,APL001652,B18
CPD_350288,APL001655,E09
CPD_350838,APL001656,D08
CPD_357420,APL001677,E22
CPD_358731,APL001681,N09
CPD_363702,APL001684,C18
CPD_363596,APL001684,M09
CPD_317440,APL001552,G12
CPD_318082,APL001554,M12
CPD_318269,APL001554,D20
CPD_332379,APL001559,G17
CPD_321578,APL001565,I14
CPD_324621,APL001574,L20
CPD_326264,APL001580,C11
CPD_330583,APL001593,F13
CPD_334105,APL001604,L07
CPD_334945,APL001607,K17
CPD_335420,APL001608,H17
CPD_336030,APL001610,H11
CPD_335968,APL001610,K16
CPD_336734,APL001612,J08
CPD_338186,APL001617,G12
CPD_340019,APL001623,M15
CPD_340216,APL001623,N06
CPD_346807,APL001644,K20
CPD_347391,APL001646,O06
CPD_347423,APL001646,O14
CPD_348162,APL001648,G18
CPD_349278,APL001651,B18
CPD_349263,APL001651,D14
CPD_349220,APL001651,N21
CPD_351086,APL001657,D09
CPD_357254,APL001676,H20
CPD_358720,APL001681,F07
CPD_358833,APL001681,L16
CPD_358581,APL001681,M11
CPD_359324,APL001685,G09
CPD_360462,APL001688,L13
CPD_360478,APL001688,L17
CPD_320996,APL001563,H05
CPD_321521,APL001565,G19
CPD_321943,APL001566,F05
CPD_325226,APL001576,F12
CPD_324958,APL001576,M03
CPD_332194,APL001598,F17
CPD_332363,APL001599,I19
CPD_339514,APL001621,D09
CPD_347346,APL001646,E15
CPD_349043,APL001651,K17
CPD_349337,APL001652,G11
CPD_349442,APL001652,I18
CPD_350082,APL001654,I18
CPD_355636,APL001671,B12
CPD_356844,APL001675,N15
CPD_363518,APL001683,B12
CPD_359470,APL001685,L05
CPD_243538,APL003267,A06
CPD_317581,APL001552,B08
CPD_319584,APL001559,G09
CPD_321360,APL001564,F19
CPD_321888,APL001566,G12
CPD_324580,APL001574,J10
CPD_326306,APL001580,G21
CPD_329111,APL001589,M03
CPD_332523,APL001599,N11
CPD_334445,APL001605,D13
CPD_334807,APL001606,H04
CPD_335310,APL001608,I10
CPD_337183,APL001614,K19
CPD_339394,APL001621,C19
CPD_339743,APL001622,C08
CPD_339751,APL001622,C10
CPD_340168,APL001623,L15
CPD_344830,APL001638,O04
CPD_347052,APL001645,E21
CPD_347403,APL001646,G10
CPD_349060,APL001651,M21
CPD_349332,APL001652,M09
CPD_349970,APL001654,I09
CPD_350452,APL001655,N09
CPD_351175,APL001657,F12
CPD_351222,APL001658,C03
CPD_351470,APL001658,H06
CPD_352227,APL001661,I15
CPD_354511,APL001668,A10
CPD_355236,APL001670,N09
CPD_358337,APL001680,C12
CPD_359293,APL001680,H15
CPD_244088,APL003268,P22
CPD_317965,APL001554,C03
CPD_318946,APL001557,C09
CPD_320220,APL001561,E11
CPD_321004,APL001563,H07
CPD_323043,APL001570,I03
CPD_324796,APL001575,J03
CPD_332083,APL001598,G10
CPD_332085,APL001598,K10
CPD_332101,APL001598,K14
CPD_336747,APL001612,D12
CPD_343628,APL001634,J03
CPD_347705,APL001647,E03
CPD_351328,APL001658,G10
CPD_355164,APL001670,M12
CPD_357259,APL001676,B22
CPD_363444,APL001683,L11
CPD_363601,APL001684,I11
CPD_244054,APL003268,L14
CPD_317930,APL001553,N14
CPD_318422,APL001555,E18
CPD_320302,APL001561,I12
CPD_321227,APL001564,I06
CPD_322103,APL001567,K05
CPD_322866,APL001569,G18
CPD_326348,APL001580,K12
CPD_326756,APL001581,N13
CPD_329931,APL001591,J09
CPD_332026,APL001598,E15
CPD_332322,APL001599,G09
CPD_332498,APL001599,L05
CPD_332530,APL001599,L13
CPD_335048,APL001607,J03
CPD_336479,APL001612,I03
CPD_339509,APL001621,J07
CPD_354148,APL001667,C17
CPD_355427,APL001671,M17
CPD_355958,APL001672,N12
CPD_357035,APL001676,M04
CPD_358755,APL001681,N15
CPD_363385,APL001683,E18
CPD_243570,APL003267,A14
CPD_243705,APL003267,P06
CPD_318510,APL001555,F19
CPD_319926,APL001560,I17
CPD_321248,APL001564,C12
CPD_326362,APL001580,G16
CPD_326235,APL001580,I03
CPD_328022,APL001585,H11
CPD_329928,APL001591,D09
CPD_332595,APL001599,N10
CPD_334221,APL001604,D18
CPD_337412,APL001614,F18
CPD_339515,APL001621,F09
CPD_344929,APL001638,F09
CPD_346790,APL001644,I16
CPD_348458,APL001649,G12
CPD_351716,APL001659,F07
CPD_352133,APL001660,N12
CPD_358688,APL001681,E20
CPD_363417,APL001683,F05
CPD_359388,APL001685,G06
CPD_317735,APL001553,G06
CPD_320301,APL001561,G12
CPD_326487,APL001580,D08
CPD_332463,APL001599,E18
CPD_334213,APL001604,D16
CPD_334301,APL001605,C17
CPD_335761,APL001609,L04
CPD_339609,APL001621,D14
CPD_347993,APL001647,F16
CPD_348370,APL001649,G09
CPD_351176,APL001657,H12
CPD_352473,APL001661,F18
CPD_354598,APL001668,P09
CPD_355167,APL001670,C14
CPD_355487,APL001671,E14
CPD_355831,APL001672,I20
CPD_356898,APL001675,L10
CPD_359088,APL001682,J19
CPD_363349,APL001683,M08
CPD_363674,APL001684,K10
CPD_360767,APL001689,N09
CPD_318738,APL001556,C18
CPD_318869,APL001556,J10
CPD_319724,APL001559,N05
CPD_320091,APL001560,D19
CPD_320292,APL001561,E10
CPD_321260,APL001564,K14
CPD_321330,APL001564,J11
CPD_322310,APL001567,L17
CPD_324906,APL001575,F12
CPD_324843,APL001575,H15
CPD_332149,APL001598,L05
CPD_333328,APL001602,I13
CPD_335704,APL001609,H09
CPD_339998,APL001623,C11
CPD_347187,APL001645,F15
CPD_349032,APL001651,E15
CPD_349052,APL001651,M19
CPD_350912,APL001657,G05
CPD_357869,APL001678,L14
CPD_357774,APL001678,N09
CPD_359124,APL001682,B10
CPD_363623,APL001684,E17
CPD_317919,APL001553,H12
CPD_318891,APL001556,F16
CPD_320890,APL001563,C19
CPD_321169,APL001564,E11
CPD_322239,APL001567,K20
CPD_322659,APL001568,H06
CPD_326715,APL001581,L03
CPD_332237,APL001598,L08
CPD_334118,APL001604,F11
CPD_334837,APL001606,D12
CPD_339390,APL001621,K17
CPD_346935,APL001644,L12
CPD_346848,APL001644,N09
CPD_347036,APL001645,E17
CPD_347869,APL001647,N03
CPD_347965,APL001647,N08
CPD_348124,APL001648,K08
CPD_350348,APL001655,M04
CPD_352689,APL001662,F11
CPD_354615,APL001668,B15
CPD_356129,APL001673,G16
CPD_356176,APL001673,J07
CPD_357888,APL001678,B20
CPD_357682,APL001678,E08
CPD_358066,APL001679,F03
CPD_358276,APL001680,I15
CPD_359110,APL001682,F06
CPD_359017,APL001682,K22
CPD_363698,APL001684,K16
CPD_360069,APL001687,I16
CPD_360653,APL001689,I21
CPD_318488,APL001555,J13
CPD_320035,APL001560,D05
CPD_320453,APL001561,H10
CPD_322666,APL001568,F08
CPD_060416,APL001569,F10
CPD_324428,APL001574,I12
CPD_325659,APL001578,I19
CPD_328794,APL001588,O03
CPD_333159,APL001601,F11
CPD_335085,APL001607,H13
CPD_337169,APL001614,O15
CPD_339810,APL001622,J03
CPD_340279,APL001623,L22
CPD_341100,APL001626,L07
CPD_347357,APL001646,K17
CPD_347903,APL001647,B13
CPD_348475,APL001649,I16
CPD_350169,APL001654,H19
CPD_352368,APL001661,D11
CPD_354630,APL001668,P17
CPD_355156,APL001670,M10
CPD_355489,APL001671,I14
CPD_356071,APL001673,C21
CPD_357882,APL001678,F18
CPD_358753,APL001681,J15
CPD_317546,APL001552,L17
